Threshold,Metric,NPVR,n,formula,df,statistic,df2,p_value,uncertainty
0.4,betweeness,0.1765933916024167,300,cohens_d,,,,,0.02039124843575285
0.4,betweeness,0.1765933916024167,500,cohens_d,,,,,0.01579499312000977
0.4,betweeness,0.1765933916024167,1000,cohens_d,,,,,0.01116874674395377
0.5,betweeness,0.1927742919041782,30,cohens_d,,,,,0.07039121878866927
0.5,betweeness,0.1927742919041782,50,cohens_d,,,,,0.05452480361755175
0.5,betweeness,0.1927742919041782,75,cohens_d,,,,,0.044519315729486704
0.5,betweeness,0.1927742919041782,100,cohens_d,,,,,0.03855485838083564
0.5,betweeness,0.1927742919041782,300,cohens_d,,,,,0.022259657864743352
0.5,betweeness,0.1927742919041782,500,cohens_d,,,,,0.017242256840485193
0.5,betweeness,0.1927742919041782,1000,cohens_d,,,,,0.012192116734867215
0.05,clusteringcoef,0.0460629558710394,30,cohens_d,,,,,0.016819813330622206
0.05,clusteringcoef,0.0460629558710394,50,cohens_d,,,,,0.013028571383163462
0.05,clusteringcoef,0.0460629558710394,75,cohens_d,,,,,0.01063778398872578
0.05,clusteringcoef,0.0460629558710394,100,cohens_d,,,,,0.009212591174207882
0.05,clusteringcoef,0.0460629558710394,300,cohens_d,,,,,0.00531889199436289
0.05,clusteringcoef,0.0460629558710394,500,cohens_d,,,,,0.004119996022888686
0.05,clusteringcoef,0.0460629558710394,1000,cohens_d,,,,,0.0029132771262461955
0.1,clusteringcoef,0.0450021927077514,30,cohens_d,,,,,0.016432477388819956
0.1,clusteringcoef,0.0450021927077514,50,cohens_d,,,,,0.012728542252765927
0.1,clusteringcoef,0.0450021927077514,75,cohens_d,,,,,0.010392811229577473
0.1,clusteringcoef,0.0450021927077514,100,cohens_d,,,,,0.009000438541550282
0.1,clusteringcoef,0.0450021927077514,300,cohens_d,,,,,0.005196405614788737
0.1,clusteringcoef,0.0450021927077514,500,cohens_d,,,,,0.004025118481243099
0.1,clusteringcoef,0.0450021927077514,1000,cohens_d,,,,,0.002846188573166292
0.2,clusteringcoef,0.0543516798291376,30,cohens_d,,,,,0.019846427387144795
0.2,clusteringcoef,0.0543516798291376,50,cohens_d,,,,,0.015372976550425315
