Metric,statistic,n,Threshold,p_value,p_minus_alpha,NPVR,formula,df,df2,sigma_p,flip_probability,significance,possible_numerical_outcome,flip_direction,risk_type
betweeness,4.0,100,0.4,0.04821217873113365,-0.0017878212688663547,0.1765933916024167,ancova_p_value,,100.0,0.0193930070956474,0.4134874609760866,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.4,0.04821217873113365,-0.0017878212688663547,0.1765933916024167,two_sample_t_p_value,100.0,,0.0193930070956479,0.41348746097608613,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.3,0.04821217873113365,-0.0017878212688663547,0.1247333168256184,two_sample_t_p_value,100.0,,0.0136978744012628,0.413456341454568,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,100,0.3,0.04821217873113365,-0.0017878212688663547,0.1247333168256184,ancova_p_value,,100.0,0.0136978744012624,0.41345634145456733,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,100,0.5,0.04821217873113365,-0.0017878212688663547,0.1927742919041782,ancova_p_value,,100.0,0.0211699496613834,0.4118335742456213,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.5,0.04821217873113365,-0.0017878212688663547,0.1927742919041782,two_sample_t_p_value,100.0,,0.021169949661384,0.41183357424562006,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,100,0.2,0.04821217873113365,-0.0017878212688663547,0.0973272887753488,ancova_p_value,,100.0,0.0106882187645499,0.40703516570544296,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.2,0.04821217873113365,-0.0017878212688663547,0.0973272887753488,two_sample_t_p_value,100.0,,0.0106882187645502,0.4070351657054425,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.1,0.04821217873113365,-0.0017878212688663547,0.0692786045549923,two_sample_t_p_value,100.0,,0.0076079883710278,0.3889971959732059,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,100,0.1,0.04821217873113365,-0.0017878212688663547,0.0692786045549923,ancova_p_value,,100.0,0.0076079883710276,0.3889971959731998,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.05,0.04821217873113365,-0.0017878212688663547,0.0626583545841557,two_sample_t_p_value,100.0,,0.0068809704826776,0.38143187127304856,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,100,0.05,0.04821217873113365,-0.0017878212688663547,0.0626583545841557,ancova_p_value,,100.0,0.0068809704826774,0.38143187127304645,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,300,0.5,0.0464015209831491,-0.0035984790168509043,0.1927742919041782,ancova_p_value,,300.0,0.0209363885129362,0.3781614049271129,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,300,0.5,0.0464015209831491,-0.0035984790168509043,0.1927742919041782,two_sample_t_p_value,300.0,,0.0209363885129329,0.3781614049271117,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,300,0.4,0.0464015209831491,-0.0035984790168509043,0.1765933916024167,ancova_p_value,,300.0,0.0191790503748449,0.37694318334422305,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,300,0.4,0.0464015209831491,-0.0035984790168509043,0.1765933916024167,two_sample_t_p_value,300.0,,0.0191790503748419,0.37694318334422094,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,500,0.5,0.046040682769031456,-0.003959317230968547,0.1927742919041782,two_sample_t_p_value,500.0,,0.0208885713303898,0.37155167796981825,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,500,0.5,0.046040682769031456,-0.003959317230968547,0.1927742919041782,ancova_p_value,,500.0,0.0208885713303906,0.37155167796981825,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,500,0.4,0.046040682769031456,-0.003959317230968547,0.1765933916024167,ancova_p_value,,500.0,0.0191352468242822,0.3697808859455949,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,500,0.4,0.046040682769031456,-0.003959317230968547,0.1765933916024167,two_sample_t_p_value,500.0,,0.0191352468242815,0.3697808859455938,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,1000,0.5,0.04577034649325166,-0.0042296535067483446,0.1927742919041782,two_sample_t_p_value,1000.0,,0.020852462244482,0.3666242438294993,significant,non-significant,significant -> non-significant,false-positive risk
