Metric,statistic,n,Threshold,p_value,p_minus_alpha,NPVR,formula,df,df2,sigma_p,flip_probability,significance,possible_numerical_outcome,flip_direction,risk_type
avg_shortestPathLength,4.0,500,0.05,0.046040682769031456,-0.003959317230968547,0.039219040603392,ancova_p_value,,500.0,0.0042496834980499,0.17455930386385854,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,2.0,500,0.05,0.046040682769031456,-0.003959317230968547,0.039219040603392,two_sample_t_p_value,500.0,,0.0042496834980497,0.17455930386384866,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,4.0,300,0.5,0.0464015209831491,-0.0035984790168509043,0.033265867672949,ancova_p_value,,300.0,0.003612863120602,0.15939960585527801,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,2.0,300,0.5,0.0464015209831491,-0.0035984790168509043,0.033265867672949,two_sample_t_p_value,300.0,,0.0036128631206015,0.15939960585524593,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,2.0,1000,0.05,0.04577034649325166,-0.0042296535067483446,0.039219040603392,two_sample_t_p_value,1000.0,,0.0042423372710586,0.15909229230528477,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,4.0,1000,0.05,0.04577034649325166,-0.0042296535067483446,0.039219040603392,ancova_p_value,,1000.0,0.0042423372710574,0.1590922923052206,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,4.0,300,0.1,0.0464015209831491,-0.0035984790168509043,0.0318008707364405,ancova_p_value,,300.0,0.0034537560906654,0.14901635338981611,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,2.0,300,0.1,0.0464015209831491,-0.0035984790168509043,0.0318008707364405,two_sample_t_p_value,300.0,,0.0034537560906649,0.1490163533897828,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,4.0,500,0.5,0.046040682769031456,-0.003959317230968547,0.033265867672949,ancova_p_value,,500.0,0.0036046116050532,0.13690679717966125,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,2.0,500,0.5,0.046040682769031456,-0.003959317230968547,0.033265867672949,two_sample_t_p_value,500.0,,0.0036046116050531,0.13690679717965393,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,4.0,500,0.1,0.046040682769031456,-0.003959317230968547,0.0318008707364405,ancova_p_value,,500.0,0.0034458679639547,0.1266164077243883,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,2.0,500,0.1,0.046040682769031456,-0.003959317230968547,0.0318008707364405,two_sample_t_p_value,500.0,,0.0034458679639546,0.12661640772438143,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,2.0,1000,0.5,0.04577034649325166,-0.0042296535067483446,0.033265867672949,two_sample_t_p_value,1000.0,,0.0035983804833525,0.1215522304878014,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,4.0,1000,0.5,0.04577034649325166,-0.0042296535067483446,0.033265867672949,ancova_p_value,,1000.0,0.0035983804833515,0.12155223048773889,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,4.0,300,0.2,0.0464015209831491,-0.0035984790168509043,0.0277506495043664,ancova_p_value,,300.0,0.0030138789450127,0.11777421049714798,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,2.0,300,0.2,0.0464015209831491,-0.0035984790168509043,0.0277506495043664,two_sample_t_p_value,300.0,,0.0030138789450122,0.11777421049710968,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,2.0,1000,0.1,0.04577034649325166,-0.0042296535067483446,0.0318008707364405,two_sample_t_p_value,1000.0,,0.0034399112548829,0.11145530869860099,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,4.0,1000,0.1,0.04577034649325166,-0.0042296535067483446,0.0318008707364405,ancova_p_value,,1000.0,0.0034399112548819,0.11145530869853593,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,50,0.5,0.05094706873769324,0.0009470687376932352,0.1116396841959687,ancova_p_value,,50.0,0.0124532173529636,0.5004616578273309,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,50,0.5,0.05094706873769324,0.0009470687376932352,0.1116396841959687,two_sample_t_p_value,50.0,,0.0124532173529635,0.5004616578273305,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,50,0.4,0.05094706873769324,0.0009470687376932352,0.1101666834520229,two_sample_t_p_value,50.0,,0.0122889066192173,0.49964220388914804,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,50,0.4,0.05094706873769324,0.0009470687376932352,0.1101666834520229,ancova_p_value,,50.0,0.0122889066192174,0.49964220388914754,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,50,0.3,0.05094706873769324,0.0009470687376932352,0.1000459571082236,two_sample_t_p_value,50.0,,0.0111599567674069,0.4936899403209252,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,50,0.3,0.05094706873769324,0.0009470687376932352,0.1000459571082236,ancova_p_value,,50.0,0.011159956767407,0.493689940320925,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,50,0.2,0.05094706873769324,0.0009470687376932352,0.0760035551182675,two_sample_t_p_value,50.0,,0.0084780676181804,0.4762393500758044,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,50,0.2,0.05094706873769324,0.0009470687376932352,0.0760035551182675,ancova_p_value,,50.0,0.0084780676181804,0.4762393500758044,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,50,0.1,0.05094706873769324,0.0009470687376932352,0.0558630930570324,two_sample_t_p_value,50.0,,0.0062314332475796,0.45457119800907486,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,50,0.1,0.05094706873769324,0.0009470687376932352,0.0558630930570324,ancova_p_value,,50.0,0.0062314332475797,0.4545711980090747,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,50,0.05,0.05094706873769324,0.0009470687376932352,0.0555063752615685,two_sample_t_p_value,50.0,,0.0061916419827389,0.4540835366123014,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,50,0.05,0.05094706873769324,0.0009470687376932352,0.0555063752615685,ancova_p_value,,50.0,0.0061916419827389,0.4540835366123014,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,30,0.5,0.054625044962983094,0.004625044962983091,0.1116396841959687,two_sample_t_p_value,30.0,,0.012693940064183,0.38209859692032516,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,30,0.5,0.054625044962983094,0.004625044962983091,0.1116396841959687,ancova_p_value,,30.0,0.0126939400641829,0.3820985969203236,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,30,0.4,0.054625044962983094,0.004625044962983091,0.1101666834520229,two_sample_t_p_value,30.0,,0.0125264531773039,0.37981308026756866,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,30,0.4,0.054625044962983094,0.004625044962983091,0.1101666834520229,ancova_p_value,,30.0,0.0125264531773039,0.37981308026756866,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,30,0.3,0.054625044962983094,0.004625044962983091,0.1000459571082236,two_sample_t_p_value,30.0,,0.0113756805417537,0.36273245800161147,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,30,0.3,0.054625044962983094,0.004625044962983091,0.1000459571082236,ancova_p_value,,30.0,0.0113756805417537,0.36273245800161147,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,30,0.2,0.054625044962983094,0.004625044962983091,0.0760035551182675,two_sample_t_p_value,30.0,,0.0086419500402972,0.30871866796194947,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,30,0.2,0.054625044962983094,0.004625044962983091,0.0760035551182675,ancova_p_value,,30.0,0.0086419500402971,0.30871866796194763,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,30,0.1,0.054625044962983094,0.004625044962983091,0.0558630930570324,two_sample_t_p_value,30.0,,0.0063518878629312,0.23844873005821487,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,30,0.1,0.054625044962983094,0.004625044962983091,0.0558630930570324,ancova_p_value,,30.0,0.0063518878629312,0.23844873005821487,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,30,0.05,0.054625044962983094,0.004625044962983091,0.0555063752615685,two_sample_t_p_value,30.0,,0.0063113274264873,0.23688758759561684,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,30,0.05,0.054625044962983094,0.004625044962983091,0.0555063752615685,ancova_p_value,,30.0,0.0063113274264873,0.23688758759561684,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,75,0.4,0.04912138289485513,-0.0008786171051448702,0.1101666834520229,two_sample_t_p_value,75.0,,0.0121630158088681,0.4403477012388253,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,75,0.4,0.04912138289485513,-0.0008786171051448702,0.1101666834520229,ancova_p_value,,75.0,0.0121630158088679,0.4403477012388253,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,75,0.3,0.04912138289485513,-0.0008786171051448702,0.1000459571082236,two_sample_t_p_value,75.0,,0.0110456312179953,0.4403334260141625,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,75,0.3,0.04912138289485513,-0.0008786171051448702,0.1000459571082236,ancova_p_value,,75.0,0.0110456312179951,0.4403334260141625,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,75,0.5,0.04912138289485513,-0.0008786171051448702,0.1116396841959687,two_sample_t_p_value,75.0,,0.0123256432999906,0.44030603915240574,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,75,0.5,0.04912138289485513,-0.0008786171051448702,0.1116396841959687,ancova_p_value,,75.0,0.0123256432999904,0.4403060391524045,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,75,0.2,0.04912138289485513,-0.0008786171051448702,0.0760035551182675,ancova_p_value,,75.0,0.0083912160506878,0.43722269584116047,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,75,0.2,0.04912138289485513,-0.0008786171051448702,0.0760035551182675,two_sample_t_p_value,75.0,,0.0083912160506879,0.43722269584116,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,75,0.1,0.04912138289485513,-0.0008786171051448702,0.0558630930570324,two_sample_t_p_value,75.0,,0.0061675967969105,0.42808850318814784,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,75,0.1,0.04912138289485513,-0.0008786171051448702,0.0558630930570324,ancova_p_value,,75.0,0.0061675967969104,0.4280885031881472,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,75,0.05,0.04912138289485513,-0.0008786171051448702,0.0555063752615685,two_sample_t_p_value,75.0,,0.0061282131643133,0.42783060542972184,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,75,0.05,0.04912138289485513,-0.0008786171051448702,0.0555063752615685,ancova_p_value,,75.0,0.0061282131643132,0.4278306054297213,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,100,0.5,0.04821217873113365,-0.0017878212688663547,0.1116396841959687,ancova_p_value,,100.0,0.0122599671942573,0.4112557697660273,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.5,0.04821217873113365,-0.0017878212688663547,0.1116396841959687,two_sample_t_p_value,100.0,,0.0122599671942576,0.4112557697660266,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.4,0.04821217873113365,-0.0017878212688663547,0.1101666834520229,two_sample_t_p_value,100.0,,0.0120982062494112,0.41092026767889833,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,100,0.4,0.04821217873113365,-0.0017878212688663547,0.1101666834520229,ancova_p_value,,100.0,0.0120982062494109,0.4109202676788982,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,100,0.3,0.04821217873113365,-0.0017878212688663547,0.1000459571082236,ancova_p_value,,100.0,0.0109867755440066,0.40801798637592923,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.3,0.04821217873113365,-0.0017878212688663547,0.1000459571082236,two_sample_t_p_value,100.0,,0.0109867755440069,0.408017986375929,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,100,0.2,0.04821217873113365,-0.0017878212688663547,0.0760035551182675,ancova_p_value,,100.0,0.0083465041943439,0.39503743238802747,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.2,0.04821217873113365,-0.0017878212688663547,0.0760035551182675,two_sample_t_p_value,100.0,,0.0083465041943441,0.3950374323880266,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.1,0.04821217873113365,-0.0017878212688663547,0.0558630930570324,two_sample_t_p_value,100.0,,0.0061347333000939,0.3714227465343968,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,100,0.1,0.04821217873113365,-0.0017878212688663547,0.0558630930570324,ancova_p_value,,100.0,0.0061347333000937,0.3714227465343931,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,100,0.05,0.04821217873113365,-0.0017878212688663547,0.0555063752615685,two_sample_t_p_value,100.0,,0.0060955595197174,0.3708197619188228,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,100,0.05,0.04821217873113365,-0.0017878212688663547,0.0555063752615685,ancova_p_value,,100.0,0.0060955595197172,0.37081976191881894,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,300,0.5,0.0464015209831491,-0.0035984790168509043,0.1116396841959687,ancova_p_value,,300.0,0.0121247069757108,0.35503934948679006,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,300,0.5,0.0464015209831491,-0.0035984790168509043,0.1116396841959687,two_sample_t_p_value,300.0,,0.0121247069757089,0.3550393494867773,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,300,0.4,0.0464015209831491,-0.0035984790168509043,0.1101666834520229,ancova_p_value,,300.0,0.0119647306865984,0.35400260753011015,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,300,0.4,0.0464015209831491,-0.0035984790168509043,0.1101666834520229,two_sample_t_p_value,300.0,,0.0119647306865966,0.3540026075300966,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,300,0.3,0.0464015209831491,-0.0035984790168509043,0.1000459571082236,ancova_p_value,,300.0,0.0108655620335904,0.3457676300212822,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,300,0.3,0.0464015209831491,-0.0035984790168509043,0.1000459571082236,two_sample_t_p_value,300.0,,0.0108655620335887,0.3457676300212691,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,500,0.5,0.046040682769031456,-0.003959317230968547,0.1116396841959687,ancova_p_value,,500.0,0.0120970150303492,0.34417123043546094,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,500,0.5,0.046040682769031456,-0.003959317230968547,0.1116396841959687,two_sample_t_p_value,500.0,,0.0120970150303488,0.3441712304354587,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,500,0.4,0.046040682769031456,-0.003959317230968547,0.1101666834520229,ancova_p_value,,500.0,0.0119374041153994,0.3430055320213006,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,2.0,500,0.4,0.046040682769031456,-0.003959317230968547,0.1101666834520229,two_sample_t_p_value,500.0,,0.0119374041153989,0.3430055320212966,significant,non-significant,significant -> non-significant,false-positive risk
