Metric,statistic,n,Threshold,p_value,p_minus_alpha,NPVR,formula,df,df2,sigma_p,flip_probability,significance,possible_numerical_outcome,flip_direction,risk_type
avg_shortestPathLength,2.0,1000,0.1,0.04577034649325166,-0.0042296535067483446,0.0315639250336682,two_sample_t_p_value,1000.0,,0.0034142807557523,0.10979411692190577,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,4.0,1000,0.1,0.04577034649325166,-0.0042296535067483446,0.0315639250336682,ancova_p_value,,1000.0,0.0034142807557513,0.10979411692184093,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,2.0,1000,0.2,0.04577034649325166,-0.0042296535067483446,0.0314671525049664,two_sample_t_p_value,1000.0,,0.0034038128376439,0.10911352895748627,significant,non-significant,significant -> non-significant,false-positive risk
avg_shortestPathLength,4.0,1000,0.2,0.04577034649325166,-0.0042296535067483446,0.0314671525049664,ancova_p_value,,1000.0,0.0034038128376429,0.10911352895742066,significant,non-significant,significant -> non-significant,false-positive risk
betweeness,4.0,50,0.5,0.05094706873769324,0.0009470687376932352,0.1872463464167704,ancova_p_value,,50.0,0.0208870122418401,0.5340252941820107,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,50,0.5,0.05094706873769324,0.0009470687376932352,0.1872463464167704,two_sample_t_p_value,50.0,,0.02088701224184,0.5340252941820095,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,50,0.4,0.05094706873769324,0.0009470687376932352,0.1697657738772356,ancova_p_value,,50.0,0.0189370840343494,0.5272189783723761,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,50,0.4,0.05094706873769324,0.0009470687376932352,0.1697657738772356,two_sample_t_p_value,50.0,,0.0189370840343493,0.5272189783723757,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,50,0.3,0.05094706873769324,0.0009470687376932352,0.1244059329453957,two_sample_t_p_value,50.0,,0.0138772707404628,0.5071630284505791,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,50,0.3,0.05094706873769324,0.0009470687376932352,0.1244059329453957,ancova_p_value,,50.0,0.0138772707404628,0.5071630284505791,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,50,0.2,0.05094706873769324,0.0009470687376932352,0.0962807955891718,two_sample_t_p_value,50.0,,0.0107399593883078,0.49130916306955275,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,50,0.2,0.05094706873769324,0.0009470687376932352,0.0962807955891718,ancova_p_value,,50.0,0.0107399593883078,0.49130916306955275,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,2.0,50,0.1,0.05094706873769324,0.0009470687376932352,0.0687082826684218,two_sample_t_p_value,50.0,,0.0076642923542918,0.469468993728936,non-significant,significant,non-significant -> significant,false-negative risk
betweeness,4.0,50,0.1,0.05094706873769324,0.0009470687376932352,0.0687082826684218,ancova_p_value,,50.0,0.0076642923542918,0.469468993728936,non-significant,significant,non-significant -> significant,false-negative risk
